,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
2 May 2003,3.8000,6.1162,4.2662,3.2023,2.8241,0.0000,0.0000,2.1478,48.7234
5 May 2003,3.8000,6.0938,4.2626,3.1945,2.8241,0.0000,0.0000,2.1510,48.7234
6 May 2003,3.8000,6.1050,4.2863,3.2053,2.8297,0.0000,0.0000,2.1668,48.7234
7 May 2003,3.8000,6.1312,4.3365,3.2301,2.8653,0.0000,0.0000,2.1863,48.7234
8 May 2003,3.8000,6.0680,4.3141,3.2591,2.8711,0.0000,0.0000,2.1872,48.7234
9 May 2003,3.8000,6.0976,4.3783,3.2416,2.9002,0.0000,0.0000,2.1815,48.7234
12 May 2003,3.8000,6.0976,4.3917,3.2486,2.9078,0.0000,0.0000,2.1901,48.7234
13 May 2003,3.8000,6.1087,4.3630,3.2358,2.8835,0.0000,0.0000,2.1896,48.7258
16 May 2003,3.8000,6.1614,4.3309,3.2633,2.8736,0.0000,0.0000,2.2109,48.7234
19 May 2003,3.8000,6.1920,4.4405,3.2873,2.9326,0.0000,0.0000,2.2099,48.7234
20 May 2003,3.8000,6.1996,4.4248,3.2461,2.9274,0.0000,0.0000,2.2012,48.7258
21 May 2003,3.8000,6.2344,4.4543,3.2577,2.9464,0.0000,0.0000,2.2046,48.7234
22 May 2003,3.8000,6.2150,4.4248,3.2342,2.9274,0.0000,0.0000,2.1988,48.7234
23 May 2003,3.8000,6.2035,4.4346,3.2380,2.9274,0.0000,0.0000,2.2085,48.7258
26 May 2003,3.8000,6.2267,4.4883,3.2513,2.9429,0.0000,0.0000,2.2119,48.7258
27 May 2003,3.8000,6.2383,4.5208,3.2583,2.9603,0.0000,0.0000,2.2114,48.7258
28 May 2003,3.8000,6.2267,4.4903,3.2414,2.9507,0.0000,0.0000,2.2002,48.7258
29 May 2003,3.8000,6.2228,4.4703,3.2063,2.9326,0.0000,0.0000,2.1911,48.7282
30 May 2003,3.8000,6.2814,4.5188,3.2129,2.9577,0.0000,0.0000,2.1993,48.7282
2 Jun 2003,3.8000,6.1881,4.4504,3.1866,2.9121,0.0000,0.0000,2.1925,48.7282
3 Jun 2003,3.8000,6.2189,4.4643,3.2074,2.9189,0.0000,0.0000,2.1997,48.7258
4 Jun 2003,3.8000,6.1920,4.4543,3.1848,2.8960,0.0000,0.0000,2.2007,48.7258
5 Jun 2003,3.8000,6.1920,4.4228,3.2053,2.8835,0.0000,0.0000,2.2031,48.7258
6 Jun 2003,3.8000,6.3131,4.5025,3.2265,2.9189,0.0000,0.0000,2.2109,48.7258
9 Jun 2003,3.8000,6.3012,4.4366,3.2059,2.8760,0.0000,0.0000,2.2012,48.7258
10 Jun 2003,3.8000,6.2461,4.4524,3.2167,2.8877,0.0000,0.0000,2.2031,48.7282
11 Jun 2003,3.8000,6.2775,4.4366,3.2268,2.8910,0.0000,0.0000,2.1915,48.7258
12 Jun 2003,3.8000,6.3291,4.4623,3.2218,2.9019,0.0000,0.0000,2.1834,48.7258
13 Jun 2003,3.8000,6.3492,4.4703,3.2279,2.8994,0.0000,0.0000,2.1848,48.7234
16 Jun 2003,3.8000,6.3694,4.5188,3.2391,2.9274,0.0000,0.0000,2.1983,48.7234
17 Jun 2003,3.8000,6.3898,4.4964,3.2334,2.9129,0.0000,0.0000,2.1997,48.7234
18 Jun 2003,3.8000,6.3980,4.4763,3.2145,2.9053,0.0000,0.0000,2.1983,48.7258
19 Jun 2003,3.8000,6.3776,4.4346,3.2133,2.8686,0.0000,0.0000,2.1944,48.7258
20 Jun 2003,3.8000,6.3857,4.4543,3.2115,2.8868,0.0000,0.0000,2.1959,48.7234
23 Jun 2003,3.8000,6.3171,4.3995,3.2072,2.8531,0.0000,0.0000,2.1863,48.7258
24 Jun 2003,3.8000,6.3331,4.3879,3.2292,2.8686,0.0000,0.0000,2.1815,48.7258
25 Jun 2003,3.8000,6.3131,4.3687,3.2238,2.8571,0.0000,0.0000,2.1820,48.7258
26 Jun 2003,3.8000,6.3452,4.3783,3.2153,2.8547,0.0000,0.0000,2.1834,48.7258
27 Jun 2003,3.8000,6.3171,4.3459,3.1856,2.8161,0.0000,0.0000,2.1645,48.7282
30 Jun 2003,3.8000,6.2814,4.3440,3.1753,2.8153,0.0000,0.0000,2.1622,48.7306
1 Jul 2003,3.8000,6.2893,4.3802,3.1806,2.8114,0.0000,0.0000,2.1631,48.7282
2 Jul 2003,3.8000,6.3171,4.3917,3.1846,2.8281,0.0000,0.0000,2.1612,48.7282
3 Jul 2003,3.8000,6.3251,4.3783,3.2129,2.8233,0.0000,0.0000,2.1687,48.7282
4 Jul 2003,3.8000,6.3412,4.3592,3.2088,2.8129,0.0000,0.0000,2.1678,48.7306
7 Jul 2003,3.8000,6.3331,4.3573,3.2156,2.8145,0.0000,0.0000,2.1725,48.7282
8 Jul 2003,3.8000,6.2657,4.2992,3.2156,2.7663,0.0000,0.0000,2.1650,48.7282
9 Jul 2003,3.8000,6.2150,4.2992,3.2074,2.7747,0.0000,0.0000,2.1636,48.7258
10 Jul 2003,3.8000,6.2035,4.3029,3.2243,2.7902,0.0000,0.0000,2.1622,48.7258
11 Jul 2003,3.8000,6.2228,4.3085,3.2254,2.7816,0.0000,0.0000,2.1687,48.7234
14 Jul 2003,3.8000,6.1843,4.2827,3.2273,2.7586,0.0000,0.0000,2.1659,48.7211
15 Jul 2003,3.8000,6.1275,4.2845,3.2275,2.7624,0.0000,0.0000,2.1636,48.7211
16 Jul 2003,3.8000,6.0314,4.2355,3.2091,2.7322,0.0000,0.0000,2.1556,48.7211
17 Jul 2003,3.8000,6.0680,4.2608,3.2158,2.7647,0.0000,0.0000,2.1584,48.7211
18 Jul 2003,3.8000,6.0643,4.2662,3.1942,2.7809,0.0000,0.0000,2.1552,48.7211
21 Jul 2003,3.8000,6.0024,4.2827,3.2110,2.7933,0.0000,0.0000,2.1622,48.7234
22 Jul 2003,3.8000,6.0680,4.3066,3.1958,2.8019,0.0000,0.0000,2.1589,48.7234
23 Jul 2003,3.8000,6.0569,4.3066,3.1948,2.7894,0.0000,0.0000,2.1626,48.7211
24 Jul 2003,3.8000,6.1050,4.3592,3.1969,2.8185,0.0000,0.0000,2.1631,48.7211
25 Jul 2003,3.8000,6.1275,4.3554,3.1862,2.8161,0.0000,0.0000,2.1720,48.7211
28 Jul 2003,3.8000,6.1538,4.3630,3.1907,2.8193,0.0000,0.0000,2.1749,48.7234
29 Jul 2003,3.8000,6.1728,4.3649,3.1798,2.8217,0.0000,0.0000,2.1687,48.7234
30 Jul 2003,3.8000,6.1728,4.3497,3.1689,2.8114,0.0000,0.0000,2.1645,48.7234
31 Jul 2003,3.8000,6.1425,4.3159,3.1626,2.7878,0.0000,0.0000,2.1617,48.7234
1 Aug 2003,3.8000,6.1162,4.2662,3.1534,2.7701,0.0000,0.0000,2.1570,48.7211
4 Aug 2003,3.8000,6.1237,4.2827,3.1700,2.7855,0.0000,0.0000,2.1603,48.7234
5 Aug 2003,3.8000,6.1200,4.3122,3.1550,2.8177,0.0000,0.0000,2.1580,48.7234
6 Aug 2003,3.8000,6.1275,4.3271,3.1655,2.8193,0.0000,0.0000,2.1538,48.7211
7 Aug 2003,3.8000,6.1162,4.3085,3.1628,2.8082,0.0000,0.0000,2.1561,48.7211
8 Aug 2003,3.8000,6.1387,4.3178,3.1878,2.8106,0.0000,0.0000,2.1640,48.7211
11 Aug 2003,3.8000,6.0864,4.2882,3.1913,2.7878,0.0000,0.0000,2.1608,48.7211
12 Aug 2003,3.8000,6.1050,4.3141,3.2015,2.7980,0.0000,0.0000,2.1664,48.7211
13 Aug 2003,3.8000,6.0864,4.2808,3.2028,2.7739,0.0000,0.0000,2.1640,48.7211
14 Aug 2003,3.8000,6.1087,4.3048,3.1846,2.7840,0.0000,0.0000,2.1654,48.7211
15 Aug 2003,3.8000,6.0864,4.2808,3.1939,2.7747,0.0000,0.0000,2.1706,48.7234
18 Aug 2003,3.8000,6.0680,4.2735,3.1875,2.7670,0.0000,0.0000,2.1734,48.7234
19 Aug 2003,3.8000,6.0350,4.2301,3.1846,2.7345,0.0000,0.0000,2.1725,48.7234
20 Aug 2003,3.8000,6.0314,4.2194,3.2028,2.7293,0.0000,0.0000,2.1730,48.7234
21 Aug 2003,3.8000,6.0496,4.2141,3.2186,2.7322,0.0000,0.0000,2.1844,48.7282
22 Aug 2003,3.8000,5.9952,4.1528,3.2248,2.6911,0.0000,0.0000,2.1844,48.7258
25 Aug 2003,3.8000,5.9737,4.1322,3.2327,2.6810,0.0000,0.0000,2.1791,48.7258
26 Aug 2003,3.8000,5.9559,4.1169,3.2394,2.6731,0.0000,0.0000,2.1753,48.7234
27 Aug 2003,3.8000,5.9595,4.1271,3.2347,2.6911,0.0000,0.0000,2.1673,48.7234
28 Aug 2003,3.8000,5.9630,4.1254,3.2336,2.6788,0.0000,0.0000,2.1697,48.7234
29 Aug 2003,3.8000,5.9988,4.1391,3.2441,2.6918,0.0000,0.0000,2.1645,48.7211
2 Sep 2003,3.8000,5.9701,4.1580,3.2547,2.7034,0.0000,0.0000,2.1659,48.7234
3 Sep 2003,3.8000,5.9488,4.0950,3.2633,2.6724,0.0000,0.0000,2.1645,48.7211
4 Sep 2003,3.8000,5.9630,4.1169,3.2780,2.6817,0.0000,0.0000,2.1645,48.7211
5 Sep 2003,3.8000,6.0096,4.1563,3.2511,2.7020,0.0000,0.0000,2.1584,48.7211
8 Sep 2003,3.8000,6.0423,4.2176,3.2391,2.7427,0.0000,0.0000,2.1612,48.7211
9 Sep 2003,3.8000,6.0168,4.2034,3.2566,2.7263,0.0000,0.0000,2.1603,48.7211
10 Sep 2003,3.8000,6.0459,4.2644,3.2491,2.7563,0.0000,0.0000,2.1626,48.7211
11 Sep 2003,3.8000,6.0459,4.2535,3.2447,2.7427,0.0000,0.0000,2.1697,48.7211
12 Sep 2003,3.8000,6.0606,4.2517,3.2425,2.7412,0.0000,0.0000,2.1683,48.7211
15 Sep 2003,3.8000,6.1013,4.2827,3.2391,2.7533,0.0000,0.0000,2.1687,48.7234
16 Sep 2003,3.8000,6.0976,4.2882,3.2389,2.7533,0.0000,0.0000,2.1668,48.7211
17 Sep 2003,3.8000,6.0350,4.2391,3.2681,2.7300,0.0000,0.0000,2.1734,48.7211
19 Sep 2003,3.8000,6.1463,4.2735,3.2922,2.7420,0.0000,0.0000,2.1734,48.7211
22 Sep 2003,3.8000,6.2578,4.3497,3.3797,2.7925,0.0000,0.0000,2.1954,48.7258
23 Sep 2003,3.8000,6.2657,4.3573,3.3891,2.8066,0.0000,0.0000,2.1959,48.8663
24 Sep 2003,3.8000,6.2735,4.3497,3.3876,2.7980,0.0000,0.0000,2.1896,49.0436
25 Sep 2003,3.8000,6.2893,4.3630,3.4003,2.8114,0.0000,0.0000,2.1925,48.9740
26 Sep 2003,3.8000,6.2972,4.3611,3.3906,2.8241,0.0000,0.0000,2.1925,48.9356
29 Sep 2003,3.8000,6.3012,4.3516,3.4058,2.8225,0.0000,0.0000,2.1978,49.0244
30 Sep 2003,3.8000,6.3251,4.4092,3.4180,2.8686,0.0000,0.0000,2.1983,49.0412
1 Oct 2003,3.8000,6.3171,4.4366,3.4134,2.8835,0.0000,0.0000,2.1983,49.0918
2 Oct 2003,3.8000,6.3412,4.4543,3.4251,2.8893,0.0000,0.0000,2.1993,49.1135
3 Oct 2003,3.8000,6.3492,4.4405,3.4257,2.8802,0.0000,0.0000,2.2036,49.1739
6 Oct 2003,3.8000,6.3131,4.3995,3.4207,2.8466,0.0000,0.0000,2.1978,49.2514
7 Oct 2003,3.8000,6.3613,4.4524,3.4205,2.8785,0.0000,0.0000,2.2022,49.2538
8 Oct 2003,3.8000,6.3251,4.4763,3.4654,2.8918,0.0000,0.0000,2.2085,49.2732
9 Oct 2003,3.8000,6.3171,4.4964,3.4686,2.9044,0.0000,0.0000,2.2046,49.1352
10 Oct 2003,3.8000,6.3251,4.4543,3.4781,2.8802,0.0000,0.0000,2.2022,49.1715
13 Oct 2003,3.8000,6.3211,4.4863,3.5005,2.8969,0.0000,0.0000,2.2085,49.1280
14 Oct 2003,3.8000,6.3131,4.4287,3.4826,2.8588,0.0000,0.0000,2.1983,49.1159
15 Oct 2003,3.8000,6.3532,4.4563,3.4902,2.8827,0.0000,0.0000,2.1877,49.0605
16 Oct 2003,3.8000,6.3331,4.4189,3.4660,2.8531,0.0000,0.0000,2.1791,49.0629
17 Oct 2003,3.8000,6.3573,4.4053,3.4613,2.8450,0.0000,0.0000,2.1825,49.0701
20 Oct 2003,3.8000,6.3735,4.4405,3.4813,2.8596,0.0000,0.0000,2.1891,49.0701
21 Oct 2003,3.8000,6.3452,4.4189,3.4597,2.8466,0.0000,0.0000,2.1758,49.0244
22 Oct 2003,3.8000,6.3613,4.4307,3.4686,2.8531,0.0000,0.0000,2.1801,49.0076
23 Oct 2003,3.8000,6.4309,4.4903,3.4854,2.8944,0.0000,0.0000,2.1911,49.0100
27 Oct 2003,3.8000,6.4391,4.4723,3.4893,2.8902,0.0000,0.0000,2.1796,48.9956
28 Oct 2003,3.8000,6.4309,4.4524,3.5038,2.8794,0.0000,0.0000,2.1777,49.0004
29 Oct 2003,3.8000,6.4475,4.4366,3.5135,2.8563,0.0000,0.0000,2.1782,48.9692
30 Oct 2003,3.8000,6.4558,4.4326,3.5096,2.8571,0.0000,0.0000,2.1867,48.9716
31 Oct 2003,3.8000,6.4391,4.4131,3.4928,2.8490,0.0000,0.0000,2.1844,48.9189
3 Nov 2003,3.8000,6.4475,4.3995,3.4591,2.8329,0.0000,0.0000,2.1825,48.9333
4 Nov 2003,3.8000,6.3694,4.3535,3.4360,2.7917,0.0000,0.0000,2.1768,48.9309
5 Nov 2003,3.8000,6.3980,4.3592,3.4632,2.7840,0.0000,0.0000,2.1815,48.9285
6 Nov 2003,3.8000,6.3613,4.3422,3.4550,2.7701,0.0000,0.0000,2.1825,48.9213
7 Nov 2003,3.8000,6.3371,4.3384,3.4484,2.7586,0.0000,0.0000,2.1810,48.9117
10 Nov 2003,3.8000,6.3613,4.3783,3.4683,2.7840,0.0000,0.0000,2.1863,48.9069
11 Nov 2003,3.8000,6.3331,4.3554,3.4923,2.7663,0.0000,0.0000,2.1891,49.0412
12 Nov 2003,3.8000,6.3251,4.3745,3.4912,2.7886,0.0000,0.0000,2.1887,48.9716
13 Nov 2003,3.8000,6.3694,4.4228,3.4976,2.8129,0.0000,0.0000,2.1968,48.9428
14 Nov 2003,3.8000,6.4144,4.4623,3.5141,2.8450,0.0000,0.0000,2.2046,48.9404
17 Nov 2003,3.8000,6.4309,4.4944,3.4943,2.8785,0.0000,0.0000,2.2129,48.9764
18 Nov 2003,3.8000,6.4267,4.4663,3.4912,2.8711,0.0000,0.0000,2.2056,48.9572
19 Nov 2003,3.8000,6.4683,4.5496,3.5171,2.9394,0.0000,0.0000,2.2202,48.9836
20 Nov 2003,3.8000,6.4558,4.5249,3.4835,2.9129,0.0000,0.0000,2.2168,48.9788
21 Nov 2003,3.8000,6.4683,4.5188,3.4787,2.9197,0.0000,0.0000,2.2095,48.9668
24 Nov 2003,3.8000,6.4809,4.5269,3.4899,2.9283,0.0000,0.0000,2.2104,48.9668
27 Nov 2003,3.8000,6.4977,4.5331,3.4877,2.9334,0.0000,0.0000,2.2090,48.9213
28 Nov 2003,3.8000,6.5104,4.5290,3.4721,2.9274,0.0000,0.0000,2.2012,48.9213
1 Dec 2003,3.8000,6.5488,4.5662,3.4534,2.9499,0.0000,0.0000,2.2031,48.9404
2 Dec 2003,3.8000,6.5317,4.5455,3.4754,2.9265,0.0000,0.0000,2.2070,48.9524
3 Dec 2003,3.8000,6.5746,4.5935,3.4931,2.9507,0.0000,0.0000,2.2099,48.9548
4 Dec 2003,3.8000,6.5531,4.6019,3.5148,2.9533,0.0000,0.0000,2.2143,48.9476
5 Dec 2003,3.8000,6.5359,4.5893,3.5086,2.9490,0.0000,0.0000,2.2153,48.9261
8 Dec 2003,3.8000,6.5703,4.6253,3.5285,2.9797,0.0000,0.0000,2.2178,48.9476
9 Dec 2003,3.8000,6.5876,4.6425,3.5388,2.9976,0.0000,0.0000,2.2207,48.9404
10 Dec 2003,3.8000,6.6269,4.6490,3.5446,3.0021,0.0000,0.0000,2.2202,48.9452
11 Dec 2003,3.8000,6.6094,4.6318,3.5089,2.9940,0.0000,0.0000,2.2168,48.9452
12 Dec 2003,3.8000,6.6357,4.6425,3.5187,2.9922,0.0000,0.0000,2.2178,48.9333
15 Dec 2003,3.8000,6.6094,4.6339,3.5172,2.9851,0.0000,0.0000,2.2198,48.9500
16 Dec 2003,3.8000,6.6357,4.6795,3.5264,3.0111,0.0000,0.0000,2.2237,48.9500
17 Dec 2003,3.8000,6.6622,4.6816,3.5334,3.0148,0.0000,0.0000,2.2267,48.9500
18 Dec 2003,3.8000,6.7114,4.7103,3.5374,3.0303,0.0000,0.0000,2.2242,48.9452
19 Dec 2003,3.8000,6.7249,4.7148,3.5295,3.0377,0.0000,0.0000,2.2267,48.9309
22 Dec 2003,3.8000,6.7069,4.7037,3.5241,3.0285,0.0000,0.0000,2.2237,48.9380
23 Dec 2003,3.8000,6.7024,4.7148,3.5354,3.0230,0.0000,0.0000,2.2242,48.9404
24 Dec 2003,3.8000,6.7024,4.7125,3.5350,3.0221,0.0000,0.0000,2.2237,48.9333
26 Dec 2003,3.8000,6.7431,4.7326,3.5413,3.0451,0.0000,0.0000,2.2282,48.9333
29 Dec 2003,3.8000,6.7340,4.7237,3.5413,3.0303,0.0000,0.0000,2.2267,48.9333
30 Dec 2003,3.8000,6.7385,4.7438,3.5478,3.0414,0.0000,0.0000,2.2321,48.9452
31 Dec 2003,3.8000,6.7568,4.7687,3.5512,3.0572,0.0000,0.0000,2.2316,48.9452
2 Jan 2004,3.8000,6.7843,4.7755,3.5387,3.0609,0.0000,0.0000,2.2351,48.9476
5 Jan 2004,3.8000,6.8259,4.8100,3.5541,3.0807,0.0000,0.0000,2.2381,48.9428
6 Jan 2004,3.8000,6.8634,4.8193,3.5790,3.0836,0.0000,0.0000,2.2371,48.9500
7 Jan 2004,3.8000,6.9204,4.8333,3.5766,3.0836,0.0000,0.0000,2.2386,48.9500
8 Jan 2004,3.8000,6.9013,4.7985,3.5790,3.0590,0.0000,0.0000,2.2401,48.9500
9 Jan 2004,3.8000,6.9638,4.8473,3.5780,3.0960,0.0000,0.0000,2.2432,48.9500
12 Jan 2004,3.8000,7.0175,4.8804,3.5646,3.1143,0.0000,0.0000,2.2462,48.9524
13 Jan 2004,3.8000,7.0028,4.8333,3.5652,3.0893,0.0000,0.0000,2.2442,48.9500
14 Jan 2004,3.8000,7.0175,4.8497,3.5766,3.1075,0.0000,0.0000,2.2432,48.9476
15 Jan 2004,3.8000,6.9638,4.8031,3.5726,3.0836,0.0000,0.0000,2.2396,48.9452
16 Jan 2004,3.8000,6.9396,4.7870,3.5766,3.0553,0.0000,0.0000,2.2401,48.9476
19 Jan 2004,3.8000,6.8353,4.7037,3.5672,2.9976,0.0000,0.0000,2.2331,48.9333
20 Jan 2004,3.8000,6.7751,4.6970,3.5416,2.9922,0.0000,0.0000,2.2178,48.9333
21 Jan 2004,3.8000,6.9013,4.7778,3.5449,3.0460,0.0000,0.0000,2.2252,48.9141
26 Jan 2004,3.8000,6.9252,4.7733,3.5692,3.0534,0.0000,0.0000,2.2371,48.9309
27 Jan 2004,3.8000,6.8823,4.7416,3.5787,3.0257,0.0000,0.0000,2.2411,48.9285
28 Jan 2004,3.8000,6.9300,4.7962,3.5954,3.0590,0.0000,0.0000,2.2427,48.9428
29 Jan 2004,3.8000,6.9061,4.7393,3.5815,3.0303,0.0000,0.0000,2.2391,48.9165
30 Jan 2004,3.8000,6.8966,4.7125,3.5820,3.0193,0.0000,0.0000,2.2282,48.8735
4 Feb 2004,3.8000,6.9735,4.7574,3.6005,3.0358,0.0000,0.0000,2.2432,48.8782
5 Feb 2004,3.8000,6.9589,4.7642,3.6007,3.0386,0.0000,0.0000,2.2422,48.8687
6 Feb 2004,3.8000,6.9784,4.7733,3.5936,3.0441,0.0000,0.0000,2.2437,48.8830
9 Feb 2004,3.8000,7.0225,4.8193,3.5949,3.0769,0.0000,0.0000,2.2543,48.9045
10 Feb 2004,3.8000,7.0621,4.8216,3.5900,3.0741,0.0000,0.0000,2.2563,48.9093
11 Feb 2004,3.8000,7.1023,4.8239,3.5997,3.0750,0.0000,0.0000,2.2696,48.9045
12 Feb 2004,3.8000,7.1839,4.8709,3.6069,3.0874,0.0000,0.0000,2.2763,48.9093
13 Feb 2004,3.8000,7.1891,4.8685,3.6062,3.0883,0.0000,0.0000,2.2665,48.9021
16 Feb 2004,3.8000,7.1633,4.8403,3.6031,3.0703,0.0000,0.0000,2.2681,48.9021
17 Feb 2004,3.8000,7.1788,4.8520,3.6021,3.0798,0.0000,0.0000,2.2681,48.9093
18 Feb 2004,3.8000,7.2411,4.8876,3.5963,3.1027,0.0000,0.0000,2.2686,48.8998
19 Feb 2004,3.8000,7.1839,4.8333,3.5696,3.0665,0.0000,0.0000,2.2619,48.8998
20 Feb 2004,3.8000,7.2098,4.8426,3.5473,3.0731,0.0000,0.0000,2.2573,48.8878
24 Feb 2004,3.8000,7.0922,4.7710,3.5031,3.0221,0.0000,0.0000,2.2396,48.8663
25 Feb 2004,3.8000,7.1736,4.8170,3.5109,3.0590,0.0000,0.0000,2.2497,48.8544
26 Feb 2004,3.8000,7.1174,4.7506,3.4854,3.0175,0.0000,0.0000,2.2416,48.8377
27 Feb 2004,3.8000,7.0771,4.7281,3.4676,3.0003,0.0000,0.0000,2.2302,48.8186
1 Mar 2004,3.8000,7.1225,4.7596,3.4775,3.0184,0.0000,0.0000,2.2361,48.8305
2 Mar 2004,3.8000,7.0972,4.7281,3.4869,2.9958,0.0000,0.0000,2.2351,48.8162
3 Mar 2004,3.8000,6.9881,4.6361,3.4491,2.9274,0.0000,0.0000,2.2247,48.7995
4 Mar 2004,3.8000,6.9396,4.6232,3.4491,2.9300,0.0000,0.0000,2.2217,48.7638
5 Mar 2004,3.8000,6.9204,4.6339,3.4119,2.9377,0.0000,0.0000,2.2129,48.7615
8 Mar 2004,3.8000,7.0077,4.6970,3.3877,2.9753,0.0000,0.0000,2.2183,48.8043
9 Mar 2004,3.8000,7.0373,4.7192,3.4127,2.9842,0.0000,0.0000,2.2297,48.7805
10 Mar 2004,3.8000,6.9444,4.6795,3.4151,2.9647,0.0000,0.0000,2.2282,48.7710
11 Mar 2004,3.8000,6.8493,4.6404,3.4248,2.9464,0.0000,0.0000,2.2183,48.7662
12 Mar 2004,3.8000,6.8776,4.6882,3.4260,2.9976,0.0000,0.0000,2.2227,48.7424
15 Mar 2004,3.8000,6.8446,4.6468,3.4284,2.9674,0.0000,0.0000,2.2178,48.7638
16 Mar 2004,3.8000,6.8493,4.6555,3.4475,2.9771,0.0000,0.0000,2.2252,48.7638
17 Mar 2004,3.8000,6.8871,4.6555,3.4915,2.9753,0.0000,0.0000,2.2341,48.7734
18 Mar 2004,3.8000,6.9252,4.6555,3.5146,2.9797,0.0000,0.0000,2.2401,48.7734
19 Mar 2004,3.8000,6.9735,4.7125,3.5496,3.0221,0.0000,0.0000,2.2497,48.7638
22 Mar 2004,3.8000,6.9589,4.6577,3.5446,2.9851,0.0000,0.0000,2.2457,48.7543
23 Mar 2004,3.8000,7.0175,4.6838,3.5562,3.0184,0.0000,0.0000,2.2492,48.7543
24 Mar 2004,3.8000,7.0373,4.6970,3.5559,3.0285,0.0000,0.0000,2.2497,48.7543
25 Mar 2004,3.8000,6.9348,4.6062,3.5847,2.9718,0.0000,0.0000,2.2477,48.7424
26 Mar 2004,3.8000,6.8729,4.6147,3.5898,2.9727,0.0000,0.0000,2.2487,48.7377
29 Mar 2004,3.8000,6.8918,4.6041,3.5966,2.9551,0.0000,0.0000,2.2487,48.7377
30 Mar 2004,3.8000,6.9156,4.6232,3.5990,2.9603,0.0000,0.0000,2.2528,48.7424
31 Mar 2004,3.8000,6.9493,4.6339,3.6024,2.9700,0.0000,0.0000,2.2619,48.7401
1 Apr 2004,3.8000,7.0028,4.6685,3.6460,2.9967,0.0000,0.0000,2.2701,48.7734
2 Apr 2004,3.8000,7.0522,4.6948,3.6568,3.0066,0.0000,0.0000,2.2748,48.7948
5 Apr 2004,3.8000,6.9541,4.5998,3.6395,2.9394,0.0000,0.0000,2.2681,48.7995
6 Apr 2004,3.8000,6.9348,4.5641,3.6005,2.9138,0.0000,0.0000,2.2584,48.7686
7 Apr 2004,3.8000,6.9930,4.5956,3.5837,2.9446,0.0000,0.0000,2.2589,48.7520
8 Apr 2004,3.8000,6.9979,4.6275,3.5986,2.9780,0.0000,0.0000,2.2686,48.7496
9 Apr 2004,3.8000,6.9638,4.5977,3.5641,2.9665,0.0000,0.0000,2.2650,48.7424
12 Apr 2004,3.8000,6.9638,4.5851,3.5726,2.9560,0.0000,0.0000,2.2763,48.7424
13 Apr 2004,3.8000,6.9832,4.5830,3.6118,2.9586,0.0000,0.0000,2.2815,48.7567
14 Apr 2004,3.8000,6.8966,4.5290,3.5552,2.9163,0.0000,0.0000,2.2722,48.7424
16 Apr 2004,3.8000,6.7843,4.5126,3.4925,2.9274,0.0000,0.0000,2.2630,48.7282
19 Apr 2004,3.8000,6.8446,4.5620,3.5216,2.9394,0.0000,0.0000,2.2645,48.7282
21 Apr 2004,3.8000,6.7705,4.5004,3.4967,2.8935,0.0000,0.0000,2.2517,48.7258
22 Apr 2004,3.8000,6.7295,4.4964,3.4711,2.8918,0.0000,0.0000,2.2411,48.7234
23 Apr 2004,3.8000,6.7340,4.5228,3.4602,2.9019,0.0000,0.0000,2.2361,48.7234
26 Apr 2004,3.8000,6.7114,4.4703,3.4768,2.8744,0.0000,0.0000,2.2376,48.7234
27 Apr 2004,3.8000,6.7843,4.5065,3.4972,2.9070,0.0000,0.0000,2.2391,48.7234
28 Apr 2004,3.8000,6.8120,4.5310,3.4741,2.9274,0.0000,0.0000,2.2406,48.7211
29 Apr 2004,3.8000,6.7204,4.4924,3.4481,2.9070,0.0000,0.0000,2.2361,48.7211
30 Apr 2004,3.8000,6.7340,4.5434,3.4447,2.9438,0.0000,0.0000,2.2272,48.7187
5 May 2004,3.8000,6.8353,4.6083,3.4730,2.9727,0.0000,0.0000,2.2452,48.7187
6 May 2004,3.8000,6.8027,4.6168,3.4918,2.9771,0.0000,0.0000,2.2512,48.7211
7 May 2004,3.8000,6.8166,4.5893,3.4494,2.9551,0.0000,0.0000,2.2472,48.7211
10 May 2004,3.8000,6.7797,4.5106,3.3718,2.9146,0.0000,0.0000,2.2242,48.7211
11 May 2004,3.8000,6.7476,4.5106,3.3467,2.9283,0.0000,0.0000,2.2046,48.7187
12 May 2004,3.8000,6.6845,4.5025,3.3710,2.9265,0.0000,0.0000,2.2124,48.7187
13 May 2004,3.8000,6.7385,4.5310,3.3576,2.9403,0.0000,0.0000,2.2134,48.7187
14 May 2004,3.8000,6.6934,4.4903,3.3198,2.9189,0.0000,0.0000,2.2026,48.7211
17 May 2004,3.8000,6.6934,4.5269,3.3297,2.9394,0.0000,0.0000,2.2051,48.7187
18 May 2004,3.8000,6.7159,4.5620,3.3234,2.9709,0.0000,0.0000,2.2012,48.7187
19 May 2004,3.8000,6.7069,4.5393,3.3352,2.9586,0.0000,0.0000,2.2046,48.7187
20 May 2004,3.8000,6.7751,4.5620,3.3609,2.9718,0.0000,0.0000,2.2129,48.7852
21 May 2004,3.8000,6.7476,4.5475,3.3695,2.9577,0.0000,0.0000,2.2134,48.7638
24 May 2004,3.8000,6.7889,4.5496,3.3836,2.9630,0.0000,0.0000,2.2143,48.7662
